Estado,Nombre de Estado,Numero de Caso,Peatones,Personas _no_vehiculos,Vehiculos automotores,Vehiculos estacionados,Condado,Nombre Condado,Ciudad,Nombre Ciudad,Mes,Nombre Mes,Dia,Año,Hora,Minuto,Calle,Ruta,Nombre Ruta,Rural o Urbanoo,Sistema Funcional,Dueño Calle,Sistema Nacional Carreteras,Jurisdiccion Especial,Milla,Latitud,Longitud,Causa del Accidente,Tipo de Accidente,Tipo Interseccion,Columna1,Lugar en la calle,Zona de Trabajo,Luz,Clima,Autobus Escolar,Cruce de Trenes,Hora Notificacion,Minuto Notificacion,Hora Llegada,Minuto Llegada,Decesos,Fecha,PersonaVehiculo
47,Tennessee,470223,0,0,3,0,125,MONTGOMERY (125),0,NO APLICA,3,Marzo,21,2022,13,30,SR-13,3,Highway estatal,Rural,Arteria Menor,State Highway Agency,0,Sin jurisdiccion especial,168,36.47033056,-87.37731111,Vehiculo en movimiento,Frente a Detrás,Not an Intersection,No fue interseccion,Sobre calle,Construccion,Dia total,Despejado,No,NO APLICA,99,99,99,99,1,21/03/2022,4
47,Tennessee,470224,0,0,1,0,13,CAMPBELL (13),0,NO APLICA,3,Marzo,27,2022,1,26,CR-PINECREST RD,4,Calle del Condado,Rural,Colector Menor,County Highway Agency,0,Sin jurisdiccion especial,28,36.29733056,-84.1495,Arbol,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Oscuro sin iluminacion,Despejado,No,NO APLICA,99,99,99,99,1,27/03/2022,2
47,Tennessee,470225,0,0,1,0,81,HICKMAN (81),0,NO APLICA,3,Marzo,27,2022,20,30,SR-100,3,Highway estatal,Rural,Arteria Menor,State Highway Agency,0,Sin jurisdiccion especial,56,35.66781111,-87.64795,Arbol,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Oscuro sin iluminacion,Nublado,No,NO APLICA,99,99,99,99,1,27/03/2022,1
47,Tennessee,470227,0,1,2,1,165,SUMNER (165),1085,HENDERSONVILLE,3,Marzo,28,2022,11,5,SR-386 VIETNAM VETERANS BLVD,3,Highway estatal,Urbano,Arterial Principal -Freeway o ExpressWay,State Highway Agency,1,Sin jurisdiccion especial,7,36.31286944,-86.66081111,Vehiculo Aparcado,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Gore?,Ninguna,Dia total,Despejado,No,NO APLICA,99,99,99,99,1,28/03/2022,2
47,Tennessee,470228,0,0,2,0,177,WARREN (177),1530,MCMINNVILLE,3,Marzo,29,2022,18,9,N SPRING ST,6,Calle Local Municipalidad,Urbano,Arteria Menor,City or Municipal Highway Agency,0,Sin jurisdiccion especial,11,35.68393889,-85.77123056,Vehiculo en movimiento,Angulo,T-Intersection,Interseccion de T,Sobre calle,Ninguna,Dia total,Nublado,No,NO APLICA,99,99,99,99,2,29/03/2022,3
47,Tennessee,470229,0,0,2,0,65,HAMILTON (65),400,CHATTANOOGA,3,Marzo,19,2022,19,0,SR-319 HIXSON PK,3,Highway estatal,Urbano,Arteria Principal,State Highway Agency,1,Sin jurisdiccion especial,84,35.16258333,-85.19130556,Vehiculo en movimiento,Angulo,T-Intersection,Interseccion de T,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,99,99,99,99,1,19/03/2022,2
47,Tennessee,470230,1,1,1,0,59,GREENE (59),1010,GREENEVILLE,3,Marzo,31,2022,20,35,SR-93 KINGSPORT HWY,3,Highway estatal,Urbano,Arteria Menor,State Highway Agency,0,Sin jurisdiccion especial,0,36.17906667,-82.82103056,Peaton,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Oscuro sin iluminacion,Despejado,No,NO APLICA,99,99,99,99,1,31/03/2022,1
47,Tennessee,470231,0,0,1,0,103,LINCOLN (103),0,NO APLICA,3,Marzo,17,2022,12,25,CR-W PROSPECT RD,4,Calle del Condado,Urbano,Colector Menor,County Highway Agency,0,Sin jurisdiccion especial,10,35.08131944,-86.57428056,Zanja,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Dia total,Despejado,No,NO APLICA,99,99,99,99,1,17/03/2022,1
47,Tennessee,470232,0,0,3,0,37,DAVIDSON (37),960,GOODLETTSVILLE,3,Marzo,31,2022,8,31,US-31W SR-11 DICKERSON PK,2,US Highway,Urbano,Arteria Principal,State Highway Agency,1,Sin jurisdiccion especial,217,36.29408056,-86.72998889,Vehiculo en movimiento,Golpe Lateral - misma direccion,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,99,99,99,99,1,31/03/2022,3
47,Tennessee,470233,0,0,2,0,43,DICKSON (43),0,NO APLICA,3,Marzo,25,2022,17,41,I-840,1,Interestatal,Rural,Interestatal,State Highway Agency,1,Sin jurisdiccion especial,32,35.9874,-87.24183889,Volcadura,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,En el medio,Ninguna,Dia total,Despejado,No,NO APLICA,99,99,99,99,1,25/03/2022,4
47,Tennessee,470234,0,0,3,0,73,HAWKINS (73),2080,ROGERSVILLE,3,Marzo,30,2022,16,47,US-11W SR-1,2,US Highway,Urbano,Arteria Principal,State Highway Agency,1,Sin jurisdiccion especial,177,36.42141111,-82.99065,Vehiculo en movimiento,Angulo,T-Intersection,Interseccion de T,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,99,99,99,99,1,30/03/2022,7
47,Tennessee,470235,0,0,3,0,179,WASHINGTON (179),1250,JOHNSON CITY,3,Marzo,31,2022,17,5,E FAIRVIEW AVE,6,Calle Local Municipalidad,Urbano,Arteria Menor,City or Municipal Highway Agency,0,Sin jurisdiccion especial,11,36.34311111,-82.332,Vehiculo en movimiento,Golpe Lateral - misma direccion,T-Intersection,Interseccion de T,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,99,99,99,99,1,31/03/2022,5
47,Tennessee,470236,0,0,2,0,93,KNOX (93),0,NO APLICA,3,Marzo,30,2022,15,15,SR-332 S NORTHSHORE DR,3,Highway estatal,Urbano,Arteria Menor,State Highway Agency,0,Sin jurisdiccion especial,27,35.86186944,-84.12876944,Vehiculo en movimiento,Frente a frente,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Dia total,Nublado,No,NO APLICA,99,99,99,99,1,30/03/2022,2
47,Tennessee,470237,0,0,1,0,93,KNOX (93),0,NO APLICA,3,Marzo,31,2022,22,49,SR-331 TAZEWELL PK,3,Highway estatal,Urbano,Arteria Menor,State Highway Agency,0,Sin jurisdiccion especial,57,36.08968889,-83.87171944,Poste de Señal de trafico,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Oscuro - iluminacion desconocida,Nublado,No,NO APLICA,99,99,99,99,1,31/03/2022,1
47,Tennessee,470238,0,0,2,0,157,SHELBY (157),1620,MEMPHIS,4,Abril,2,2022,17,47,CHELSEA AVE,6,Calle Local Municipalidad,Urbano,Arteria Menor,City or Municipal Highway Agency,0,Sin jurisdiccion especial,26,35.17133333,-89.99158056,Vehiculo en movimiento,Angulo,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,99,99,99,99,1,02/04/2022,3
47,Tennessee,470239,0,0,1,0,75,HAYWOOD (75),0,NO APLICA,3,Marzo,16,2022,99,99,SR-19,3,Highway estatal,Rural,Arteria Menor,State Highway Agency,0,Sin jurisdiccion especial,2,35.70946944,-89.43793056,Buzon de correo,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Dia total,Despejado,No,NO APLICA,99,99,99,99,1,16/03/2022,1
47,Tennessee,470240,0,0,1,0,37,DAVIDSON (37),195,BELLEVUE,4,Abril,1,2022,7,29,MCCRORY LN,6,Calle Local Municipalidad,Urbano,Colector Menor,City or Municipal Highway Agency,0,Sin jurisdiccion especial,33,36.07113056,-87.00398056,Acotamiento,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Dia total,Nublado,No,NO APLICA,99,99,99,99,1,01/04/2022,1
47,Tennessee,470241,0,0,2,0,131,OBION (131),0,NO APLICA,4,Abril,2,2022,1,38,SR-22,3,Highway estatal,Rural,Arteria Principal,State Highway Agency,1,Sin jurisdiccion especial,8,36.39465,-88.96381111,Vehiculo en movimiento,Frente a frente,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Oscuro sin iluminacion,Despejado,No,NO APLICA,99,99,99,99,2,02/04/2022,2
47,Tennessee,470242,0,0,1,0,15,CANNON (15),0,NO APLICA,4,Abril,3,2022,1,1,CR-HOG FOOT RD,4,Calle del Condado,Rural,Local,County Highway Agency,0,Sin jurisdiccion especial,2,35.93826944,-85.99013889,Volcadura,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Oscuro sin iluminacion,Despejado,No,NO APLICA,99,99,99,99,1,03/04/2022,1
47,Tennessee,470243,1,1,1,0,65,HAMILTON (65),0,NO APLICA,3,Marzo,27,2022,6,32,I-75 US-74,1,Interestatal,Urbano,Interestatal,State Highway Agency,1,Sin jurisdiccion especial,135,35.10981111,-85.04943889,Peaton,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Oscuro sin iluminacion,Despejado,No,NO APLICA,99,99,99,99,1,27/03/2022,2
47,Tennessee,470244,0,0,1,0,189,WILSON (189),1360,LEBANON,3,Marzo,30,2022,17,6,HUNTINGTON DR,6,Calle Local Municipalidad,Urbano,Local,City or Municipal Highway Agency,0,Sin jurisdiccion especial,1,36.24943889,-86.33141111,Banqueta,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Dia total,Nublado,No,NO APLICA,99,99,99,99,1,30/03/2022,2
47,Tennessee,470245,0,0,1,0,35,CUMBERLAND (35),0,NO APLICA,4,Abril,5,2022,1,44,US-127 SR-28,2,US Highway,Rural,Arteria Principal,State Highway Agency,1,Sin jurisdiccion especial,93,35.89671111,-84.9935,Arbol,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Oscuro sin iluminacion,Nublado,No,NO APLICA,99,99,99,99,1,05/04/2022,1
47,Tennessee,470246,1,1,1,0,63,HAMBLEN (63),1700,MORRISTOWN,4,Abril,4,2022,3,17,US-25E SR-32 N DAVY CROCKETT,2,US Highway,Urbano,Arteria Principal,State Highway Agency,1,Sin jurisdiccion especial,82,36.24286944,-83.26628056,Peaton,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Oscuro sin iluminacion,Reportado como desconocido,No,NO APLICA,99,99,99,99,1,04/04/2022,1
47,Tennessee,470247,0,0,1,0,35,CUMBERLAND (35),0,NO APLICA,3,Marzo,14,2022,11,4,SR-101 LANTANA RD,3,Highway estatal,Rural,Colector Mayor,State Highway Agency,0,Sin jurisdiccion especial,90,35.87626111,-85.10213056,Zanja,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Dia total,Despejado,No,NO APLICA,99,99,99,99,1,14/03/2022,1
47,Tennessee,470248,0,0,2,0,27,CLAY (27),0,NO APLICA,3,Marzo,17,2022,15,34,SR-52 LIVINGSTON HWY,3,Highway estatal,Rural,Arteria Principal,State Highway Agency,1,Sin jurisdiccion especial,257,36.5039,-85.43936111,Vehiculo en movimiento,Angulo,T-Intersection,Interseccion de T,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,99,99,99,99,1,17/03/2022,3
47,Tennessee,470249,1,1,1,0,157,SHELBY (157),1620,MEMPHIS,4,Abril,4,2022,21,5,GETWELL RD,6,Calle Local Municipalidad,Urbano,Arteria Menor,City or Municipal Highway Agency,0,Sin jurisdiccion especial,10,35.09296944,-89.93103056,Peaton,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Oscuro con iluminacion,Despejado,No,NO APLICA,99,99,99,99,1,04/04/2022,2
47,Tennessee,470250,1,1,1,0,123,MONROE (123),0,NO APLICA,4,Abril,1,2022,0,30,CR-OLD HWY 68,4,Calle del Condado,Rural,Arteria Menor,County Highway Agency,0,Sin jurisdiccion especial,53,35.5546,-84.40573056,Ciclista,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Oscuro sin iluminacion,Despejado,No,NO APLICA,99,99,99,99,1,01/04/2022,1
47,Tennessee,470251,0,0,2,0,145,ROANE (145),1850,OAK RIDGE,4,Abril,6,2022,6,49,SR-58 OAK RIDGE TURNPIKE,3,Highway estatal,Urbano,Arteria Principal,State Highway Agency,1,Sin jurisdiccion especial,198,35.93296111,-84.37456944,Vehiculo en movimiento,Angulo,Four-Way Intersection,Interseccion de 4 direcciones,Sobre calle,Ninguna,Amanecer,Despejado,No,NO APLICA,99,99,99,99,1,06/04/2022,2
47,Tennessee,470252,0,0,1,0,59,GREENE (59),0,NO APLICA,4,Abril,6,2022,20,25,US-321 SR-35 NEWPORT HWY,2,US Highway,Rural,Arteria Menor,State Highway Agency,0,Sin jurisdiccion especial,37,36.07828889,-82.96028056,Valla Ferrocarril,El primer evento no fue una colision con un vehiculo automotor en transporte,T-Intersection,Interseccion de T,Sobre el lado de la calle,Ninguna,Oscuro sin iluminacion,lluvia,No,NO APLICA,20,20,21,10,1,06/04/2022,1
47,Tennessee,470253,0,0,1,0,189,WILSON (189),0,NO APLICA,4,Abril,7,2022,10,11,SR-109,3,Highway estatal,Rural,Arteria Principal,State Highway Agency,1,Sin jurisdiccion especial,104,36.27333889,-86.44195,Arbol,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Dia total,Despejado,No,NO APLICA,10,15,10,30,1,07/04/2022,2
47,Tennessee,470254,0,0,3,0,189,WILSON (189),0,NO APLICA,3,Marzo,27,2022,11,53,US-231 SR-10 MURFREESBORO RD,2,US Highway,Urbano,Arteria Principal,State Highway Agency,1,Sin jurisdiccion especial,100,36.14823056,-86.31271111,Vehiculo en movimiento,Frente a Detrás,T-Intersection,Interseccion de T,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,99,99,99,99,1,27/03/2022,6
47,Tennessee,470255,0,0,2,0,103,LINCOLN (103),0,NO APLICA,4,Abril,6,2022,11,1,CR-GRISHAM RD,4,Calle del Condado,Rural,Local,County Highway Agency,0,Sin jurisdiccion especial,6,35.13766111,-86.53001944,Alguien se cayo/avento del vehiculo,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Dia total,Nublado,No,NO APLICA,11,0,11,10,1,06/04/2022,2
47,Tennessee,470256,0,0,1,0,107,MCMINN (107),0,NO APLICA,4,Abril,3,2022,15,13,SR-163 ETOWAH RD,3,Highway estatal,Rural,Colector Mayor,State Highway Agency,0,Sin jurisdiccion especial,125,35.27523889,-84.59861944,Arbol,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Dia total,Despejado,No,NO APLICA,99,99,99,99,1,03/04/2022,2
47,Tennessee,470257,0,0,2,0,91,JOHNSON (91),0,NO APLICA,3,Marzo,9,2022,99,99,CR-HUBERT TAYLOR RD,4,Calle del Condado,Rural,Local,County Highway Agency,0,Sin jurisdiccion especial,16,36.47558056,-81.70893056,Vehiculo en movimiento,Frente a frente,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Dia total,lluvia,No,NO APLICA,99,99,99,99,1,09/03/2022,2
47,Tennessee,470258,0,0,2,0,145,ROANE (145),2070,ROCKWOOD,3,Marzo,28,2022,11,45,US-27/70 SR-1 GATEWAY AVE,2,US Highway,Urbano,Arteria Principal,State Highway Agency,1,Sin jurisdiccion especial,48,35.8687,-84.68281111,Vehiculo en movimiento,Frente a Detrás,Four-Way Intersection,Interseccion de 4 direcciones,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,99,99,99,99,1,28/03/2022,4
47,Tennessee,470259,1,1,2,1,13,CAMPBELL (13),0,NO APLICA,3,Marzo,23,2022,6,33,SR-297,3,Highway estatal,Rural,Colector Mayor,State Highway Agency,0,Sin jurisdiccion especial,144,36.55021111,-84.17008889,Vehiculo Aparcado,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Oscuro sin iluminacion,lluvia,No,NO APLICA,99,99,99,99,1,23/03/2022,1
47,Tennessee,470260,0,0,2,0,155,SEVIER (155),2170,SEVIERVILLE,4,Abril,7,2022,20,51,US-411 SR-35 DOLLY PARTON PKWY,2,US Highway,Urbano,Arteria Principal,State Highway Agency,1,Sin jurisdiccion especial,176,35.86451944,-83.50791111,Vehiculo en movimiento,Angulo,T-Intersection,Interseccion de T,Sobre calle,Ninguna,Oscuro con iluminacion,Despejado,No,NO APLICA,99,99,99,99,1,07/04/2022,4
47,Tennessee,470261,0,0,1,0,105,LOUDON (105),0,NO APLICA,4,Abril,7,2022,12,15,I-75,1,Interestatal,Rural,Interestatal,State Highway Agency,1,Sin jurisdiccion especial,25,35.69648889,-84.42851944,Poste de Señal de trafico,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Gore?,Ninguna,Dia total,Despejado,No,NO APLICA,12,20,12,45,2,07/04/2022,2
47,Tennessee,470262,1,1,1,0,129,MORGAN (129),0,NO APLICA,4,Abril,5,2022,17,11,SR-62 KNOXVILLE HWY,3,Highway estatal,Rural,Arteria Menor,State Highway Agency,0,Sin jurisdiccion especial,275,36.07018056,-84.46645,Peaton,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Dia total,lluvia,No,NO APLICA,17,15,17,26,1,05/04/2022,1
47,Tennessee,470263,0,0,2,0,113,MADISON (113),0,NO APLICA,3,Marzo,16,2022,18,21,CR-OLD MEDINA RD,4,Calle del Condado,Rural,Colector Menor,County Highway Agency,0,Sin jurisdiccion especial,85,35.75198889,-88.79063056,Vehiculo en movimiento,Angulo,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,99,99,99,99,4,16/03/2022,5
47,Tennessee,470264,0,0,2,0,69,HARDEMAN (69),0,NO APLICA,4,Abril,9,2022,17,51,SR-18,3,Highway estatal,Rural,Arteria Principal,State Highway Agency,0,Sin jurisdiccion especial,262,35.36363889,-88.90791944,Vehiculo en movimiento,Angulo,T-Intersection,Interseccion de T,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,18,0,18,12,1,09/04/2022,2
47,Tennessee,470265,0,0,1,0,9,BLOUNT (9),30,CALDERWOOD,4,Abril,7,2022,14,34,US-129 SR-115 AIRPORT HWY,2,US Highway,Urbano,Arteria Principal,State Highway Agency,1,Sin jurisdiccion especial,197,35.8643,-83.9597,Buzon de correo,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Dia total,Despejado,No,NO APLICA,99,99,99,99,1,07/04/2022,1
47,Tennessee,470266,0,0,1,0,115,MARION (115),0,NO APLICA,4,Abril,8,2022,21,0,SR-108,3,Highway estatal,Rural,Arteria Menor,State Highway Agency,0,Sin jurisdiccion especial,61,35.26286944,-85.52851944,Acotamiento,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Construccion,Oscuro sin iluminacion,Despejado,No,NO APLICA,21,0,21,10,1,08/04/2022,1
47,Tennessee,470267,0,0,1,0,65,HAMILTON (65),400,CHATTANOOGA,4,Abril,9,2022,99,99,HICKORY VALLEY RD,6,Calle Local Municipalidad,Urbano,Colector Mayor,City or Municipal Highway Agency,0,Sin jurisdiccion especial,14,35.08661111,-85.16160556,Fin de valla,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Reportada como desconocida,Nublado,No,NO APLICA,99,99,99,99,1,09/04/2022,1
47,Tennessee,470268,0,0,1,0,93,KNOX (93),1300,KNOXVILLE,4,Abril,11,2022,7,0,SR-332 S NORTHSHORE DR,3,Highway estatal,Urbano,Arteria Menor,State Highway Agency,0,Sin jurisdiccion especial,129,35.9234,-83.99643056,Barda,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Fuera de la calle,Ninguna,Dia total,Despejado,No,NO APLICA,7,0,7,12,1,11/04/2022,1
47,Tennessee,470269,0,0,1,0,81,HICKMAN (81),0,NO APLICA,4,Abril,11,2022,11,0,SR-50 MINNIE PEARL MEMORIAL HW,3,Highway estatal,Rural,Colector Mayor,State Highway Agency,0,Sin jurisdiccion especial,142,35.78436944,-87.52208889,Valla Ferrocarril,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Dia total,lluvia,No,NO APLICA,11,10,11,20,1,11/04/2022,1
47,Tennessee,470270,0,0,1,0,125,MONTGOMERY (125),410,CLARKSVILLE,4,Abril,9,2022,6,40,SR-236 TINY TOWN RD,3,Highway estatal,Urbano,Arteria Menor,State Highway Agency,0,Sin jurisdiccion especial,42,36.51438333,-87.31811667,Otro objeto (no fijo),El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Amanecer,Despejado,No,NO APLICA,99,99,99,99,1,09/04/2022,1
47,Tennessee,470271,0,0,1,0,125,MONTGOMERY (125),410,CLARKSVILLE,4,Abril,10,2022,23,44,SR-48 HOLLINGWOOD BLVD,3,Highway estatal,Urbano,Arteria Menor,State Highway Agency,0,Sin jurisdiccion especial,112,36.52597778,-87.36076389,Banqueta,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Oscuro con iluminacion,Despejado,No,NO APLICA,99,99,99,99,1,10/04/2022,1
47,Tennessee,470272,0,0,1,0,157,SHELBY (157),1620,MEMPHIS,4,Abril,12,2022,15,0,I-240,1,Interestatal,Urbano,Interestatal,State Highway Agency,1,Sin jurisdiccion especial,5,35.14220278,-90.03156944,Otra no colicion,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Dia total,Nublado,No,NO APLICA,99,99,99,99,1,12/04/2022,1
47,Tennessee,470273,0,0,1,0,3,BEDFORD (3),0,NO APLICA,4,Abril,11,2022,7,55,SR-82 SAWNEY WEBB MEMORIAL HWY,3,Highway estatal,Rural,Colector Mayor,State Highway Agency,0,Sin jurisdiccion especial,197,35.60131111,-86.29728889,Zanja,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Dia total,Nublado,No,NO APLICA,99,99,99,99,1,11/04/2022,1
47,Tennessee,470274,0,0,1,0,51,FRANKLIN (51),620,DECHERD,4,Abril,12,2022,23,33,SR-127 AEDC RD,3,Highway estatal,Rural,Colector Mayor,State Highway Agency,0,Sin jurisdiccion especial,22,35.2451,-86.08193889,Culvert,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Oscuro sin iluminacion,Nublado,No,NO APLICA,99,99,99,99,1,12/04/2022,1
47,Tennessee,470275,1,1,1,0,163,SULLIVAN (163),0,NO APLICA,4,Abril,14,2022,14,13,CR-MINGA RD,4,Calle del Condado,Rural,Local,County Highway Agency,0,Sin jurisdiccion especial,9,36.45403611,-82.42381944,Peaton,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,14,33,14,35,1,14/04/2022,1
47,Tennessee,470276,0,0,4,0,65,HAMILTON (65),400,CHATTANOOGA,4,Abril,12,2022,20,18,SR-58,3,Highway estatal,Urbano,Arteria Principal,State Highway Agency,1,Sin jurisdiccion especial,53,35.084825,-85.19354444,Vehiculo en movimiento,Angulo,Four-Way Intersection,Interseccion de 4 direcciones,Sobre calle,Ninguna,Atardecer,Despejado,No,NO APLICA,99,99,99,99,1,12/04/2022,4
47,Tennessee,470277,0,0,4,0,65,HAMILTON (65),0,NO APLICA,4,Abril,5,2022,7,26,I-75 US-74,1,Interestatal,Urbano,Interestatal,State Highway Agency,1,Sin jurisdiccion especial,133,35.10638889,-85.05133056,Vehiculo en movimiento,Frente a Detrás,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,7,30,7,49,1,05/04/2022,4
47,Tennessee,470279,0,0,1,0,165,SUMNER (165),0,NO APLICA,4,Abril,15,2022,12,4,SR-174 DOBBINS PK,3,Highway estatal,Rural,Arteria Menor,State Highway Agency,0,Sin jurisdiccion especial,205,36.46385,-86.42968056,Valla Ferrocarril,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Dia total,Despejado,No,NO APLICA,99,99,99,99,1,15/04/2022,1
47,Tennessee,470280,0,0,1,0,93,KNOX (93),1300,KNOXVILLE,4,Abril,13,2022,23,39,CR-BALL CAMP PK,4,Calle del Condado,Urbano,Colector Menor,County Highway Agency,0,Sin jurisdiccion especial,8,35.9712,-84.07043889,Arbol,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Oscuro sin iluminacion,Despejado,No,347557K,99,99,99,99,2,13/04/2022,2
47,Tennessee,470281,0,0,2,0,31,COFFEE (31),0,NO APLICA,4,Abril,14,2022,10,30,US-41 SR-2 HILLSBORO HWY,2,US Highway,Urbano,Arteria Menor,State Highway Agency,0,Sin jurisdiccion especial,188,35.4428,-86.02105,Vehiculo en movimiento,Golpe Lateral - direccion contraria,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Dia total,Nublado,No,NO APLICA,10,30,10,45,1,14/04/2022,2
47,Tennessee,470282,1,1,1,0,37,DAVIDSON (37),1535,MADISON,4,Abril,1,2022,13,50,SR-45 OLD HICKORY BLVD,3,Highway estatal,Urbano,Arteria Principal,State Highway Agency,1,Sin jurisdiccion especial,63,36.26433889,-86.72895,Peaton,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,13,50,14,0,1,01/04/2022,1
47,Tennessee,470283,0,0,1,0,37,DAVIDSON (37),1760,NASHVILLE,4,Abril,14,2022,18,20,I-24 W EXT RAMP,1,Interestatal,Urbano,Interestatal,State Highway Agency,1,Sin jurisdiccion especial,240,36.04521944,-86.65791944,Calle mal pavimentada,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,18,20,18,25,1,14/04/2022,1
47,Tennessee,470284,0,0,1,0,47,FAYETTE (47),0,NO APLICA,4,Abril,10,2022,14,1,I-40,1,Interestatal,Rural,Interestatal,State Highway Agency,1,Sin jurisdiccion especial,123,35.37496111,-89.4584,Volcadura,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,En el medio,Ninguna,Dia total,Despejado,No,NO APLICA,99,99,99,99,1,10/04/2022,4
